Demonstrator:,LeCheylas
Site Owner:,EDF
Sensor type:,AcousticEmission
Measurement units:,multiple
Sensor location:,MIV S6
Orientation:,NA
Sensor installed by:,NORCE
Sensor installed on:,01.01.2026
Sensor scaling factor:,NA
Pre-processing performed:,Calculated
Sensor precision:,16 bit
Sensor sampling rate:,=1/1000000
Sensor range:,15kHz-70kHz

Arrival time,Amplitude,Counts,Duration,Energy,Rise counts,Rise Time,RMS(mV),ASL(dB),External Parametrics1,External Parametrics2,External Parametrics3,External Parametrics4,External Parametrics5,Frequency Centroid(kHz),Peak Frequency(kHz),Partial Power1(%),Partial Power2(%),Partial Power3(%),Partial Power4(%),Partial Power5(%),AverageFreq,EchoFreq,InitFreq
23:12:16:26:096 299400,32.7,2156,12000.0,0.0,1326,7463.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,805.7,459.0,35.0,12.0,13.0,11.0,4.0,179.7,182.9,177.7
23:12:16:26:108 299400,32.7,2173,12000.0,0.0,30,184.0,0.012,18.7,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,810.5,283.2,36.0,9.0,14.0,8.0,5.0,181.1,181.4,163.0
23:12:16:26:120 299400,34.0,2105,12000.0,0.0,1783,10132.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967273.0,0.0,771.5,434.6,40.0,6.0,20.0,6.0,6.0,175.4,172.4,176.0
23:12:16:26:132 299400,33.4,2047,12000.0,0.0,811,4758.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,786.1,278.3,39.0,11.0,13.0,10.0,4.0,170.6,170.7,170.4
23:12:16:26:144 299400,33.4,2079,12000.0,0.0,1770,10262.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,830.1,278.3,38.0,8.0,14.0,10.0,6.0,173.3,177.8,172.5
23:12:16:26:156 299400,33.4,2128,12000.0,0.0,1777,10076.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,747.1,278.3,43.0,9.0,12.0,8.0,5.0,177.3,182.4,176.4
23:12:16:26:168 299400,35.1,2026,12000.0,0.0,1761,10354.0,0.012,19.2,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,693.4,273.4,51.0,5.0,15.0,5.0,4.0,168.8,161.0,170.1
23:12:16:26:180 299400,34.0,2118,12000.0,0.0,875,4954.0,0.012,19.0,4294967293.0,5.0,4294967267.0,4294967273.0,0.0,766.6,288.1,42.0,10.0,12.0,8.0,4.0,176.5,176.4,176.6
23:12:16:26:192 299400,32.7,2112,12000.0,0.0,528,3068.0,0.011,18.7,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,849.6,0.0,30.0,9.0,17.0,9.0,6.0,176.0,177.3,172.1
23:12:16:26:204 299400,33.4,2084,12000.0,0.0,54,301.0,0.012,18.8,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,752.0,434.6,42.0,6.0,14.0,7.0,5.0,173.7,173.5,179.4
23:12:16:26:216 299400,34.0,2118,12000.0,0.0,2113,11948.0,0.012,19.0,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,722.7,278.3,47.0,8.0,11.0,9.0,3.0,176.5,96.2,176.8
23:12:16:26:228 299400,32.7,2135,12000.0,0.0,34,183.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,766.6,278.3,45.0,8.0,12.0,8.0,5.0,177.9,177.8,185.8
23:12:16:26:240 299400,35.1,2143,12000.0,0.0,1959,10988.0,0.012,18.8,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,717.8,302.7,48.0,6.0,12.0,7.0,4.0,178.6,181.8,178.3
23:12:16:26:252 299400,34.0,2147,12000.0,0.0,1611,8890.0,0.012,18.8,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,835.0,312.5,33.0,9.0,17.0,11.0,6.0,178.9,172.3,181.2
23:12:16:26:264 299400,34.0,2071,12000.0,0.0,7,50.0,0.012,19.0,4294967293.0,5.0,4294967268.0,4294967273.0,0.0,742.2,278.3,46.0,7.0,11.0,9.0,5.0,172.6,172.7,140.0
23:12:16:26:276 299400,33.4,2168,12000.0,0.0,2117,11637.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,776.4,459.0,42.0,10.0,15.0,9.0,3.0,180.7,140.5,181.9
23:12:16:26:288 299400,33.4,2132,12000.0,0.0,1208,6764.0,0.012,18.9,4294967293.0,7.0,4294967268.0,4294967275.0,0.0,776.4,302.7,39.0,8.0,16.0,9.0,4.0,177.7,176.5,178.6
23:12:16:26:300 299400,33.4,2131,12000.0,0.0,403,2190.0,0.011,18.8,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,800.8,273.4,40.0,10.0,14.0,8.0,5.0,177.6,176.1,184.0
23:12:16:26:312 299400,33.4,2126,12000.0,0.0,1874,10551.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,810.5,283.2,40.0,8.0,14.0,9.0,5.0,177.2,173.9,177.6
23:12:16:26:324 299400,32.7,2145,12000.0,0.0,233,1208.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,844.7,424.8,35.0,8.0,15.0,10.0,6.0,178.8,177.2,192.9
23:12:16:26:336 299400,33.4,2104,12000.0,0.0,437,2591.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,761.7,302.7,42.0,10.0,12.0,10.0,5.0,175.3,177.2,168.7
23:12:16:26:348 299400,34.0,2083,12000.0,0.0,1201,7004.0,0.012,19.1,4294967293.0,5.0,4294967268.0,4294967273.0,0.0,693.4,302.7,50.0,9.0,11.0,6.0,5.0,173.6,176.5,171.5
23:12:16:26:360 299400,32.7,2135,12000.0,0.0,354,1974.0,0.011,18.7,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,815.4,424.8,38.0,8.0,14.0,9.0,7.0,177.9,177.6,179.3
23:12:16:26:372 299400,34.0,2103,12000.0,0.0,2036,11597.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,810.5,439.5,39.0,5.0,16.0,7.0,7.0,175.3,166.3,175.6
23:12:16:26:384 299400,32.7,2115,12000.0,0.0,458,2714.0,0.012,19.0,4294967292.0,4.0,4294967267.0,4294967275.0,0.0,761.7,434.6,40.0,8.0,15.0,7.0,7.0,176.3,178.4,168.8
23:12:16:26:396 299400,32.7,2121,12000.0,0.0,224,1284.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,766.6,278.3,43.0,8.0,13.0,10.0,5.0,176.8,177.0,174.5
23:12:16:26:408 299400,33.4,2035,12000.0,0.0,249,1422.0,0.012,19.2,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,756.8,273.4,41.0,9.0,15.0,8.0,5.0,169.6,168.8,175.1
23:12:16:26:420 299400,33.4,2138,12000.0,0.0,1047,5955.0,0.012,18.9,4294967292.0,5.0,4294967268.0,4294967275.0,0.0,771.5,273.4,44.0,6.0,14.0,7.0,5.0,178.2,180.5,175.8
23:12:16:26:432 299400,33.4,2159,12000.0,0.0,1947,10768.0,0.012,18.8,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,854.5,429.7,40.0,9.0,14.0,7.0,5.0,179.9,172.1,180.8
23:12:16:26:444 299400,33.4,2072,12000.0,0.0,610,3463.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,795.9,278.3,38.0,8.0,16.0,9.0,6.0,172.7,171.3,176.1
23:12:16:26:456 299400,33.4,2101,12000.0,0.0,1360,7737.0,0.012,19.0,4294967292.0,5.0,4294967267.0,4294967275.0,0.0,771.5,468.8,42.0,9.0,15.0,9.0,4.0,175.1,173.8,175.8
23:12:16:26:468 299400,34.0,2072,12000.0,0.0,1170,6928.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,722.7,278.3,46.0,8.0,13.0,9.0,4.0,172.7,177.8,168.9
23:12:16:26:480 299400,32.7,2136,12000.0,0.0,604,3482.0,0.012,18.7,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,776.4,0.0,37.0,8.0,15.0,10.0,5.0,178.0,179.9,173.5
23:12:16:26:492 299400,33.4,2115,12000.0,0.0,1570,8763.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,810.5,434.6,39.0,7.0,14.0,8.0,6.0,176.3,168.4,179.2
23:12:16:26:504 299400,33.4,2010,12000.0,0.0,1169,6908.0,0.012,19.1,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,776.4,307.6,37.0,7.0,14.0,9.0,5.0,167.5,165.2,169.2
23:12:16:26:516 299400,34.0,2114,12000.0,0.0,1788,10084.0,0.012,18.9,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,781.3,273.4,42.0,10.0,13.0,9.0,4.0,176.2,170.1,177.3
23:12:16:26:528 299400,34.0,2067,12000.0,0.0,935,5474.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,810.5,0.0,35.0,12.0,14.0,10.0,5.0,172.3,173.5,170.8
23:12:16:26:540 299400,34.0,2124,12000.0,0.0,398,2318.0,0.012,19.0,4294967292.0,5.0,4294967268.0,4294967275.0,0.0,742.2,434.6,47.0,7.0,14.0,7.0,5.0,177.0,178.3,171.7
23:12:16:26:552 299400,34.0,2112,12000.0,0.0,156,919.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,703.1,273.4,42.0,9.0,14.0,7.0,4.0,176.0,176.5,169.7
23:12:16:26:564 299400,33.4,2178,12000.0,0.0,1159,6423.0,0.011,18.5,4294967294.0,5.0,4294967267.0,4294967273.0,0.0,805.7,434.6,34.0,11.0,15.0,8.0,7.0,181.5,182.7,180.4
23:12:16:26:576 299400,32.7,2139,12000.0,0.0,1593,9066.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,698.2,297.9,50.0,8.0,13.0,7.0,3.0,178.3,186.1,175.7
23:12:16:26:588 299400,34.0,2126,12000.0,0.0,1039,5883.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,761.7,278.3,42.0,9.0,12.0,10.0,4.0,177.2,177.7,176.6
23:12:16:26:600 299400,33.4,2164,12000.0,0.0,59,374.0,0.012,18.9,4294967292.0,6.0,4294967266.0,4294967274.0,0.0,781.3,434.6,40.0,8.0,14.0,8.0,6.0,180.3,181.1,157.8
23:12:16:26:612 299400,34.0,2146,12000.0,0.0,1603,8873.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,673.8,302.7,54.0,6.0,13.0,5.0,5.0,178.8,173.6,180.7
23:12:16:26:624 299400,34.0,2095,12000.0,0.0,279,1578.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,844.7,263.7,35.0,11.0,14.0,10.0,5.0,174.6,174.2,176.8
23:12:16:26:636 299400,33.4,2077,12000.0,0.0,104,590.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,747.1,307.6,46.0,8.0,12.0,9.0,5.0,173.1,172.9,176.3
23:12:16:26:648 299400,34.5,2120,12000.0,0.0,2056,11632.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,737.3,302.7,45.0,10.0,14.0,8.0,4.0,176.7,173.9,176.8
23:12:16:26:660 299400,34.5,2193,12000.0,0.0,974,5232.0,0.012,18.8,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,756.8,278.3,44.0,9.0,12.0,11.0,4.0,182.8,180.1,186.2
23:12:16:26:672 299400,33.4,2148,12000.0,0.0,717,3917.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,800.8,312.5,39.0,12.0,12.0,11.0,5.0,179.0,177.0,183.0
23:12:16:26:684 299400,33.4,2108,12000.0,0.0,192,1027.0,0.012,19.0,4294967292.0,5.0,4294967267.0,4294967275.0,0.0,844.7,429.7,37.0,8.0,17.0,7.0,6.0,175.7,174.6,187.0
23:12:16:26:696 299400,33.4,2115,12000.0,0.0,1580,8961.0,0.012,18.9,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,771.5,429.7,42.0,10.0,12.0,10.0,5.0,176.3,176.0,176.3
23:12:16:26:708 299400,34.0,2094,12000.0,0.0,1978,11307.0,0.012,18.9,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,825.2,278.3,33.0,9.0,16.0,8.0,7.0,174.5,167.4,174.9
23:12:16:26:720 299400,32.7,2121,12000.0,0.0,666,3640.0,0.012,19.0,4294967292.0,5.0,4294967268.0,4294967274.0,0.0,810.5,434.6,35.0,12.0,14.0,9.0,5.0,176.8,174.0,183.0
23:12:16:26:732 299400,33.4,2140,12000.0,0.0,325,1753.0,0.012,18.9,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,732.4,312.5,43.0,9.0,11.0,8.0,6.0,178.3,177.1,185.4
23:12:16:26:744 299400,32.7,2111,12000.0,0.0,797,4406.0,0.011,18.7,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,844.7,278.3,37.0,7.0,16.0,8.0,6.0,175.9,173.0,180.9
23:12:16:26:756 299400,33.4,2065,12000.0,0.0,70,406.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,708.0,283.2,49.0,7.0,11.0,10.0,3.0,172.1,172.1,172.4
23:12:16:26:768 299400,33.4,2118,12000.0,0.0,951,5246.0,0.012,18.9,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,771.5,454.1,39.0,10.0,15.0,8.0,5.0,176.5,172.8,181.3
23:12:16:26:780 299400,34.0,2143,12000.0,0.0,27,142.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,756.8,268.6,44.0,8.0,13.0,7.0,5.0,178.6,178.4,190.1
23:12:16:26:792 299400,33.4,2086,12000.0,0.0,115,614.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,825.2,444.3,39.0,8.0,16.0,8.0,7.0,173.8,173.1,187.3
23:12:16:26:804 299400,33.4,2121,12000.0,0.0,2115,11961.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,835.0,439.5,33.0,9.0,17.0,8.0,8.0,176.8,153.8,176.8
23:12:16:26:816 299400,33.4,2070,12000.0,0.0,1082,6273.0,0.012,19.2,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,805.7,439.5,40.0,10.0,15.0,8.0,4.0,172.5,172.5,172.5
23:12:16:26:828 299400,34.0,2068,12000.0,0.0,1914,11036.0,0.012,18.9,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,747.1,312.5,41.0,12.0,11.0,8.0,4.0,172.3,159.8,173.4
23:12:16:26:840 299400,33.4,2096,12000.0,0.0,1326,7606.0,0.011,18.7,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,810.5,439.5,35.0,12.0,14.0,11.0,5.0,174.7,175.2,174.3
23:12:16:26:852 299400,34.0,2098,12000.0,0.0,1304,7398.0,0.012,19.0,4294967294.0,6.0,4294967267.0,4294967274.0,0.0,825.2,302.7,37.0,11.0,16.0,10.0,5.0,174.8,172.5,176.3
23:12:16:26:864 299400,33.4,2118,12000.0,0.0,2096,11893.0,0.011,18.7,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,795.9,439.5,40.0,8.0,14.0,10.0,5.0,176.5,205.6,176.2
23:12:16:26:876 299400,34.0,2103,12000.0,0.0,103,623.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,732.4,273.4,45.0,8.0,12.0,8.0,5.0,175.3,175.8,165.3
23:12:16:26:888 299400,34.0,2102,12000.0,0.0,459,2581.0,0.012,19.0,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,727.5,268.6,44.0,10.0,10.0,10.0,4.0,175.2,174.4,177.8
23:12:16:26:900 299400,33.4,2174,12000.0,0.0,23,137.0,0.012,19.0,4294967292.0,7.0,4294967267.0,4294967274.0,0.0,786.1,278.3,42.0,14.0,14.0,10.0,5.0,181.2,181.3,167.9
23:12:16:26:912 299400,33.4,2121,12000.0,0.0,259,1397.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,791.0,273.4,41.0,7.0,17.0,7.0,7.0,176.8,175.6,185.4
23:12:16:26:924 299400,34.0,2128,12000.0,0.0,1009,5809.0,0.011,18.7,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,756.8,278.3,43.0,7.0,15.0,7.0,5.0,177.3,180.7,173.7
23:12:16:26:936 299400,33.4,2108,12000.0,0.0,559,3279.0,0.012,18.9,4294967294.0,7.0,4294967267.0,4294967274.0,0.0,761.7,278.3,44.0,7.0,15.0,7.0,7.0,175.7,177.6,170.5
23:12:16:26:948 299400,33.4,2116,12000.0,0.0,1408,8109.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,742.2,302.7,42.0,7.0,15.0,7.0,5.0,176.3,182.0,173.6
23:12:16:26:960 299400,32.7,2101,12000.0,0.0,433,2316.0,0.011,18.7,4294967293.0,6.0,4294967266.0,4294967275.0,0.0,869.1,273.4,31.0,10.0,15.0,12.0,5.0,175.1,172.2,187.0
23:12:16:26:972 299400,34.5,2146,12000.0,0.0,177,999.0,0.012,18.8,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,771.5,302.7,42.0,10.0,12.0,10.0,5.0,178.8,179.0,177.2
23:12:16:26:984 299400,34.0,2090,12000.0,0.0,1470,8485.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,717.8,278.3,47.0,9.0,11.0,8.0,4.0,174.2,176.4,173.2
23:12:16:26:996 299400,33.4,2065,12000.0,0.0,111,631.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,737.3,302.7,43.0,9.0,13.0,7.0,4.0,172.1,171.9,175.9
23:12:16:27:008 299300,33.4,2081,12000.0,0.0,1420,8213.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,756.8,302.7,43.0,11.0,11.0,11.0,3.0,173.4,174.5,172.9
23:12:16:27:020 299300,34.0,2135,12000.0,0.0,635,3659.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,771.5,429.7,39.0,12.0,12.0,9.0,5.0,177.9,179.8,173.5
23:12:16:27:032 299300,32.7,2129,12000.0,0.0,1785,10043.0,0.012,18.9,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,805.7,429.7,37.0,8.0,15.0,7.0,6.0,177.4,175.8,177.7
23:12:16:27:044 299300,34.5,2098,12000.0,0.0,1927,11022.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,835.0,429.7,37.0,5.0,16.0,8.0,7.0,174.8,174.8,174.8
23:12:16:27:056 299300,33.4,2143,12000.0,0.0,728,4014.0,0.012,18.8,4294967292.0,6.0,4294967267.0,4294967273.0,0.0,766.6,429.7,44.0,7.0,15.0,6.0,6.0,178.6,177.2,181.4
23:12:16:27:068 299300,33.4,2151,12000.0,0.0,75,397.0,0.012,18.8,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,776.4,302.7,42.0,7.0,15.0,10.0,5.0,179.3,178.9,188.9
23:12:16:27:080 299300,32.7,2079,12000.0,0.0,891,5092.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967275.0,0.0,830.1,459.0,35.0,12.0,16.0,10.0,4.0,173.3,172.0,175.0
23:12:16:27:092 299300,34.0,2113,12000.0,0.0,869,4950.0,0.012,18.9,4294967292.0,5.0,4294967267.0,4294967273.0,0.0,742.2,312.5,44.0,10.0,13.0,8.0,4.0,176.1,176.5,175.6
23:12:16:27:104 299300,32.7,2126,12000.0,0.0,40,205.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,820.3,434.6,37.0,12.0,13.0,10.0,5.0,177.2,176.9,195.1
23:12:16:27:116 299300,34.0,2174,12000.0,0.0,2129,11741.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,752.0,273.4,44.0,8.0,12.0,9.0,5.0,181.2,173.7,181.3
23:12:16:27:128 299300,34.0,2077,12000.0,0.0,1836,10610.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967273.0,0.0,810.5,0.0,37.0,8.0,16.0,8.0,8.0,173.1,173.4,173.0
23:12:16:27:140 299300,34.0,2115,12000.0,0.0,315,1901.0,0.012,18.9,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,742.2,273.4,45.0,8.0,15.0,6.0,5.0,176.3,178.2,165.7
23:12:16:27:152 299300,34.0,2080,12000.0,0.0,225,1348.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,756.8,297.9,41.0,9.0,12.0,8.0,4.0,173.3,174.1,166.9
23:12:16:27:164 299300,34.0,2075,12000.0,0.0,868,4963.0,0.012,19.0,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,766.6,312.5,39.0,9.0,15.0,8.0,7.0,172.9,171.5,174.9
23:12:16:27:176 299300,32.7,2129,12000.0,0.0,816,4610.0,0.011,18.7,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,888.7,2265.6,28.0,13.0,15.0,12.0,5.0,177.4,177.7,177.0
23:12:16:27:188 299300,33.4,2158,12000.0,0.0,117,721.0,0.012,18.8,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,703.1,273.4,47.0,9.0,12.0,6.0,4.0,179.8,181.0,162.3
23:12:16:27:200 299300,33.4,2130,12000.0,0.0,448,2618.0,0.011,18.6,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,771.5,302.7,39.0,6.0,16.0,8.0,5.0,177.5,179.3,171.1
23:12:16:27:212 299300,32.7,2087,12000.0,0.0,175,992.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,781.3,263.7,40.0,8.0,18.0,7.0,5.0,173.9,173.7,176.4
23:12:16:27:224 299300,35.1,2131,12000.0,0.0,273,1509.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,732.4,307.6,43.0,8.0,14.0,7.0,5.0,177.6,177.1,180.9
23:12:16:27:236 299300,34.5,2132,12000.0,0.0,370,1998.0,0.012,18.8,4294967293.0,6.0,4294967266.0,4294967275.0,0.0,786.1,434.6,42.0,7.0,16.0,7.0,7.0,177.7,176.2,185.2
23:12:16:27:248 299300,32.7,2157,12000.0,0.0,316,1704.0,0.012,18.8,4294967292.0,5.0,4294967268.0,4294967274.0,0.0,820.3,429.7,37.0,10.0,15.0,9.0,5.0,179.8,178.8,185.4
23:12:16:27:260 299300,32.7,2141,12000.0,0.0,330,1780.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,815.4,307.6,37.0,9.0,13.0,10.0,5.0,178.4,177.2,185.4
23:12:16:27:272 299300,33.4,2052,12000.0,0.0,742,4321.0,0.012,19.1,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,815.4,273.4,38.0,12.0,13.0,11.0,5.0,171.0,170.6,171.7
23:12:16:27:284 299300,32.7,2160,12000.0,0.0,258,1413.0,0.012,18.8,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,771.5,263.7,41.0,6.0,17.0,7.0,5.0,180.0,179.7,182.6
23:12:16:27:296 299300,33.4,2103,12000.0,0.0,1213,6907.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,805.7,302.7,35.0,9.0,14.0,10.0,5.0,175.3,174.7,175.6
23:12:16:27:308 299300,33.4,2077,12000.0,0.0,310,1785.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,771.5,307.6,48.0,6.0,14.0,8.0,4.0,173.1,173.0,173.7
23:12:16:27:320 299300,33.4,2101,12000.0,0.0,1704,9695.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,737.3,278.3,46.0,5.0,14.0,7.0,7.0,175.1,172.2,175.8
23:12:16:27:332 299300,33.4,2142,12000.0,0.0,1337,7423.0,0.011,18.7,4294967293.0,6.0,4294967268.0,4294967273.0,0.0,786.1,307.6,39.0,9.0,13.0,9.0,5.0,178.5,175.9,180.1
23:12:16:27:344 299300,34.5,2068,12000.0,0.0,912,5308.0,0.012,18.9,4294967294.0,7.0,4294967267.0,4294967274.0,0.0,776.4,424.8,36.0,13.0,12.0,8.0,5.0,172.3,172.7,171.8
23:12:16:27:356 299300,33.4,2049,12000.0,0.0,950,5438.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967273.0,0.0,747.1,293.0,45.0,8.0,10.0,9.0,5.0,170.8,167.5,174.7
23:12:16:27:368 299300,34.0,2194,12000.0,0.0,552,2889.0,0.012,18.9,4294967293.0,5.0,4294967267.0,4294967275.0,0.0,825.2,273.4,35.0,8.0,14.0,9.0,6.0,182.8,180.2,191.1
23:12:16:27:380 299300,34.0,2161,12000.0,0.0,1794,9769.0,0.011,18.6,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,810.5,273.4,39.0,9.0,12.0,10.0,5.0,180.1,164.5,183.6
23:12:16:27:392 299300,33.4,2142,12000.0,0.0,436,2350.0,0.011,18.7,4294967294.0,6.0,4294967267.0,4294967274.0,0.0,786.1,434.6,39.0,9.0,13.0,9.0,5.0,178.5,176.8,185.5
23:12:16:27:404 299300,34.0,2128,12000.0,0.0,1373,7647.0,0.012,18.7,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,712.9,288.1,45.0,9.0,12.0,7.0,5.0,177.3,173.4,179.5
23:12:16:27:416 299300,32.7,2113,12000.0,0.0,688,3925.0,0.012,18.8,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,805.7,434.6,39.0,11.0,14.0,10.0,4.0,176.1,176.5,175.3
23:12:16:27:428 299300,32.7,2115,12000.0,0.0,63,312.0,0.012,18.7,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,888.7,288.1,29.0,11.0,18.0,11.0,7.0,176.3,175.6,201.9
23:12:16:27:440 299300,33.4,2083,12000.0,0.0,1049,6037.0,0.012,19.0,4294967294.0,6.0,4294967268.0,4294967274.0,0.0,766.6,278.3,39.0,11.0,12.0,10.0,5.0,173.6,173.4,173.8
23:12:16:27:452 299300,33.4,2102,12000.0,0.0,16,97.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,722.7,312.5,46.0,8.0,12.0,10.0,3.0,175.2,175.2,164.9
23:12:16:27:464 299300,34.5,2099,12000.0,0.0,1405,7764.0,0.012,18.9,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,712.9,278.3,50.0,7.0,11.0,6.0,5.0,174.9,163.8,181.0
23:12:16:27:476 299300,33.4,2163,12000.0,0.0,1946,10751.0,0.011,18.7,4294967292.0,5.0,4294967267.0,4294967273.0,0.0,781.3,273.4,42.0,9.0,13.0,8.0,4.0,180.3,173.7,181.0
23:12:16:27:488 299300,33.4,2083,12000.0,0.0,992,5749.0,0.012,19.0,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,800.8,463.9,33.0,12.0,13.0,11.0,4.0,173.6,174.5,172.6
23:12:16:27:500 299300,34.5,2164,12000.0,0.0,689,3915.0,0.012,18.8,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,742.2,302.7,45.0,10.0,10.0,10.0,4.0,180.3,182.4,176.0
23:12:16:27:512 299300,34.0,2113,12000.0,0.0,101,639.0,0.012,18.9,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,712.9,273.4,45.0,7.0,13.0,7.0,4.0,176.1,177.1,158.1
23:12:16:27:524 299300,34.0,2108,12000.0,0.0,1123,6154.0,0.012,18.8,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,864.3,0.0,32.0,10.0,16.0,9.0,7.0,175.7,168.5,182.5
